sent_rating,processed_text_NoStopwords,data
positivo,transformando apto smart Excelente produto,2021-03-18 00:00:00
positivo,Gostei som dela notícias brincadeira etc. Apesar som ótima qualidade gosto utilizar música falo porcentagem aceita 1 10 consigo volume exato gostaria adorei produto,2020-12-25 00:00:00
positivo,fase testes amando infelizmente 100 devido localização disponível amazon enviando conteúdo hora existe abrir chamado porem recebido,2021-01-31 00:00:00
positivo,Havia visto comentários negativos pensei comprar arrependo reconhece comandos escuta outro cômodo qualidade som excelente,2021-10-06 00:00:00
positivo,ótimo dúvidas perceber Alexa dificuldade receber comandos caso música peço músicas entendi comando app música Amazon outro dificuldade entendimento,2021-01-07 00:00:00
positivo,configurado português difícil pra entender palavras inglês vice-versa Qualidade som modo levando consideração tamanho caixa satisfatória,2020-12-26 00:00:00
positivo,Atendeu quase expectativas Funciona automação residencial Pena TV LG aumenta diminui volume abre apps TV muda canal liga desliga TV,2021-06-30 00:00:00
positivo,Ótimo produto apesar design ocupar espaço Realmente surda 3 geração qualidade som melhor melhora significante pra escuta música frequência,2021-03-17 00:00:00
positivo,Excelente reconhecimento voz barulho ambiente várias interações facilitando automação residencial,2020-12-02 00:00:00
positivo,Gosto qualidade som excelente Reconhecimento voz excelente modo sono excelente,2020-12-31 00:00:00
positivo,Perfeita Ótima captação voz colocando parede captação melhor acaba escutando cozinha Excelente som melhores caixas som Ótimo grave Super recomendo,2021-04-10 00:00:00
positivo,inteligente atrativa sofisticada elegante colocada destaca chamar atenção entretenimento gostos disse fantástica contente produto,2021-10-04 00:00:00
positivo,produto testando houveram falhas comunicação aparelhos inteligentes vou avaliar problema dispositivos Echo Dot,2021-03-21 00:00:00
negativo,atendeu expectativas caixinha fosse caixinha som compro barata funcionar mesma configuração dela achei complicada escuta coisas direito,2021-06-25 00:00:00
positivo,Entrega espetacular prazo embalado caixa marcas transporte feito funcionando perfeitamente,2021-06-24 00:00:00
negativo,aparelho interessante Amazon envia semanalmente ideias funcionalidades pra uso muitas ocasiões dispositivo entende executa comando adequadamente Há aperfeiçoar,2021-01-02 00:00:00
negativo,echos 3 geração deram problema Comprei 4 reconhece voz direito trava lerdo executa comandos Vou resolver suporte,2022-03-17 00:00:00
positivo,Achei aparelho útil uso pra casa inteligente aparelho surdo preciso falar 3 4x pra q responda,2021-06-20 00:00:00
positivo,mídia carregada gosto Alexa tinha comprei pra colocar pra configurar despertador conecta spotify amazon music rápida som alto inteligente Ótimo investimento,2021-06-23 00:00:00
positivo,"Produto som ótimo captação microfone incrível obedece comando 10 metros falando voz normal Nota 9,9 tamanho carregador valeria pena modificar formato ocupar espaço tomada",2021-07-05 00:00:00
positivo,Demorei pra adquirir achando supérfluo Totalmente oposto disso!Alexa surpreende experimentado recursos proporciona!Excelente Super recomendo,2021-06-11 00:00:00
positivo,útil controlar casa inteligente funciona Xiaomi problema Echodot app Xiaomi deixar perfeito integrar Chromecast problema,2021-12-10 00:00:00
positivo,Gostei praticidade listas compras coisas comunicação legal gostei fato Alexa surda chamá-la cômodo muitas aciona,2021-02-06 00:00:00
negativo,Testei sinceramente agregou dia dia muitas reconhece falei preciso repetir,2021-01-01 00:00:00
negativo,captura dê voz péssima gritar.isso frustrante vizinho pensar maluco aminha chegou dia feira devolver causa microfone resto perfeito microfone deixa insatisfeito vendedor consegui contato,2021-04-10 00:00:00
positivo,Apesar conhecer produto surpreendeu possibilidades utilização facilidade uso sincronização aparelhos possibilitam sincronização estamos curtindo,2021-07-09 00:00:00
positivo,amo alexa ajuuuda Anima dia ajuda d++ produção To lavando louça continua leitura livro deixa esquecer conta piada joga,2021-02-28 00:00:00
positivo,MARAVILHOSO pedi chegou hoje amei encantada casa amaram Alexa,2021-04-28 00:00:00
positivo,Alexa útil casa super recomendo gostei aumentar tom voz possa mim escutar tirando ajuda tira dúvidas deixa casa inteligente skills jogos,2021-03-01 00:00:00
negativo,Extremamente insatisfeito confiei aparelho perguntando-a horário jogo Atlético Mineiro hoje 31/01/2021 disse 20:00 jogo passou 17:00 perdi jogo,2021-01-31 00:00:00
positivo,reclamarProduto incrívelChegou super prazoEstou apaixonada,2020-12-30 00:00:00
positivo,abrir mão tomadas combinado tomadas lâmpadas sensores qualidade som satisfatória enfim vale pena 1 casa,2021-08-10 00:00:00
negativo,Ótimo início ruim Poucas skills acabam deixando uso aproveitado,2021-12-10 00:00:00
positivo,reconhecimento voz falha versões Echodot 4 3 conta posicionamento microfones funciona Há espaço pra melhorar,2022-02-27 00:00:00
negativo,fato excelente ferramenta poxa autonomia fonte Entendo objetivo sequer trocar tomada parar ficaadica,2021-08-13 00:00:00
negativo,2a Alexa defeito desliga microfone sozinho funcionar alto falante Tentando resolver sac passaram 19 dias retorno,2022-03-18 00:00:00
positivo,poucos problemas reconhecimento voz melhorar usabilidade comandos ex tocar música adicionar fila acabo fazendo celular,2021-09-09 00:00:00
positivo,Ótimo produto gostei Serve ótima assistente voz reconhece qualidade som poderia superior tamanho dele ótimo super limpo graves médios equilibrados Produto superou expectativas,2020-12-02 00:00:00
positivo,muita qualidade única sabia funciona ligada energia achava locais energia ué pudesse usada informação deveria escrita visível,2022-01-25 00:00:00
positivo,entende pessoa fala surda pq escura entende errado coisas pra marcar notícias,2021-06-15 00:00:00
positivo,Adorei echo geração tá perfeita pra ouvir música etc,2020-12-04 00:00:00
positivo,propõe falhas seja motivo comprar Sinto função nativa app programar funções automatizar processos tarefas computador seja app terceiros,2021-01-11 00:00:00
positivo,versão Echo Dot bonita qualidade volume áudio excelentes Único melhorar entendimento dela palavras português Ás peço português errado entendeu peço mesma inglês entende,2020-12-22 00:00:00
negativo,começa reproduzir comando voz usando internet dela conectada bluetooth celular chega incômodo,2021-06-26 00:00:00
positivo,Microfone absurdamente sensível comandos entende diversos comandos mesma ação facilmente som qualidade potente quesito limitado,2021-07-11 00:00:00
positivo,caixa Superou expectativas qualidade som Claro limpo distorce considero negativo Alexa demora pi or dizemos,2020-11-23 00:00:00
positivo,Incrível mundo possibilidades proporcionadas aparelho qualidade som impecável surpreendi positivamente Instalação fácil uso idem,2021-07-04 00:00:00
positivo,Gostei facilita dia dia escolha músicas voz criação listas lembretes alarmes gostei palavra ativação 3 opções nomes poderia personalizável,2020-12-28 00:00:00
positivo,diferente eco 3 som semelhante ocupa espaço Caro oferece,2022-03-08 00:00:00
positivo,Echo dot dispensa comentários Cumpre oQue promete legal comprar chega praticamente configurado,2021-11-30 00:00:00
positivo,som ótimo opinião alexa melhores assistentes virtuais dq trabalho adicionar organizar programar skills ligar pc tirando q reclamar,2021-05-17 00:00:00
negativo,Echo Dot 4a geração ouve direito tiver tocando algum som volume mediano volume som fica distorcido echo dot 3a geração melhor características,2021-03-02 00:00:00
positivo,Produto qualidade Mantém padrão produtos linha Echo Amazon entrega super rápida,2021-05-23 00:00:00
negativo,Infelizmente Amazon mandou 3 shampoos invés eco nenhum informação produto estorno,2020-12-09 00:00:00
positivo,melhores requisições única achei ruim app muita lento Alexa si responde rápido sido útil funções trabalho praticamente memória tarefas dia dia tocar música dia casa,2021-01-04 00:00:00
positivo,útil reconhece voz único defeito ficar ligada tomada,2021-01-02 00:00:00
negativo,Maravilhoso som decepção funciona conectado tomada 🏼‍ ️. pra praticidade horror,2020-11-11 00:00:00
positivo,Achei teria utilidade caixinhas som BT graças Alexa realmente utilizo dispositivos smart,2021-07-13 00:00:00
positivo,qualidade som ótima possui diversas funções incríveis deixar televisão algum dispositivo possa reproduzir som relativamente alto acabar ficando surda,2020-11-29 00:00:00
positivo,Uso desligar ligar eletrônicos pedir músicas timer despertador skills julguei úteis apresentam performance Enfim achei utilidade divirto,2021-03-01 00:00:00
positivo,Claro produto Premium comprar precisa qualidade sonora ruim ouve principalmente tocando preço pago compensa preço Full recomendaria,2021-12-11 00:00:00
negativo,usei carregador parou funcionar seja avaliar funcionou avaliação negativa infelizmente espero conseguir receber carregador funcionando mude,2021-04-15 00:00:00
positivo,Ótima caixinha utilizamos cozinha escutamos mta musica dia-dia inserimos lista compras tarefas timer acredito q usamos quase recurso acabei comprar p/ outro ambiente Vale pena,2021-05-23 00:00:00
positivo,prática divertida usei automatizar eletrônicos quesito som reconhecimento voz defeito sequer super divertida haha,2021-02-08 00:00:00
positivo,desagradou ouço nela músicas volume gostaria respostas dela fossem volume alto independente fica atrelado volume reproduzindo música,2021-05-31 00:00:00
positivo,Qualidade som resposta reconhecimento voz ambiente ruídos músicas pessoas barulho etc dificuldade entender comando gostei produto,2021-03-24 00:00:00
negativo,Totalmente surda chego evocar 4 5 entender atende vocativo volta stand by pedi responder entendeu simplesmente escuta,2020-12-22 00:00:00
positivo,mídia carregada Amei linda som pra mim perfeito milagre entende digo vontade comprar pra,2022-02-22 00:00:00
negativo,produto horrível ruim manuseio complicada funcionar enfim condiz propaganda aliás enganosa recomendoa devolvendo caio nessas propagandas enganosas,2021-12-03 00:00:00
positivo,Echo comprei expandir inteligência casa,2021-01-16 00:00:00
positivo,Atendeu expectativas Excelente produto atende promete qualidade som reconhecimento voz maravilhosas Recomendo,2022-01-17 00:00:00
positivo,acho skill importantes deveriam nativas depender desenvolvedores controlar computador personalização frases etc gostei,2021-05-13 00:00:00
positivo,reconhecimento voz qualidade som,2021-07-14 00:00:00
positivo,Alexa otima opcao assistente nao vejo necessidade comprar Echo qualidade som otima graves medios agudos sao bons pra configurar app alexa recomendo Echo,2021-04-10 00:00:00
positivo,mídia carregada Echo sensacional otimizada rápida melhores automatização,2021-07-14 00:00:00
positivo,Echo Dot maravilhosa alexa integrada super ajuda questões despertar sons dormir funcionalidade,2021-04-05 00:00:00
positivo,problema skills tv Samsung apesar tecnologia necessária alexa encontra fiz refiz configurações,2021-07-13 00:00:00
positivo,Ótimo ja coloquei integrado tv Tv box ventilador ar condicionado computador luz funcionando eco dot perfeito,2021-01-13 00:00:00
positivo,Achei excelente som ótimo acesso rápido aparelho discreto ambiente compra preço excelente companhia virtual verdade estamos conversando pessoal viagem,2021-07-14 00:00:00
positivo,Apesar ouvir esperava ótimo Produto atende comandos Surda quiser Automatizar casa vale pena ótimo passatempo crianças visitas,2020-12-07 00:00:00
positivo,echodot comprada som chegou data prevista surpreendeu ate avaliando funcionalidades satisfeita previsão comprar,2021-09-09 00:00:00
positivo,Atende necessidades época pandemia amiga Comprei pai ajudar memória,2021-03-18 00:00:00
positivo,Consigo falar outro toca música usando lâmpada inteligente infravermelho universal consigo varias coisas tv regular cor intensidade lâmpada,2021-07-04 00:00:00
positivo,echo Alexa muitas utilidades ótimo produto ótima qualidade som pra caixa pequena entrega Amazon nota 10 Chegou rápido,2021-07-07 00:00:00
positivo,Reconhecimento voz excelente qualidade som aparelho portátil Ótimo produto Vou adquirir outro,2021-07-04 00:00:00
positivo,som qualidade limpo passa conforto ouvi-lo realmente 4ª geração surda graves 3ª geração fortes Tiraram qualidade nessas questões colocaram som limpo fica critério comprador adequa,2020-12-17 00:00:00
positivo,Apesar dispositivos inteligentes útil ligações vídeo chamadas família amigos tenham dispositivo Alexa ouvir playlist precisar celular,2021-03-20 00:00:00
